41488;SNACKS VEGGIE GRANIX CEBOLLA 90 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
110097;CEREAL NESTLE TRIX 230 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
110159;CEREAL NESQUIK 210 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
110166;CEREAL NESTUM Miel 225 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
110167;CEREAL NESTUM Banana 225 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
110171;CEREAL NESTUM Arroz 225 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
110175;CEREAL NESTUM M/CEREAL 225 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
180030;CEREAL ZOO CARTON CHOCOLATE 165 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
180032;CEREAL ZOO CARTON FRUTAL 135 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
180043;CEREAL KELLOGS Zucaritas 150 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
180052;CEREAL KELLOGS Zucaritas 240 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
180053;CEREAL KELLOGS Froot Loop 175 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
180056;CEREAL KELLOGS Choco Kris 185 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
180064;CEREAL KELLOGS Zuc/Choc 240 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
200018;CEREAL QUAKER HONEY GRAH 190 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
200020;CEREAL QUAKER HONEY NUTS 190 Grs;Alimentos;Cereales;Cereales;280600281174;278874095702;278874161238;;;
41487;SNACKS VEGGIE GRANIX HIERBAS FINAS 90 Grs;Alimentos;Cereales;No definido;280600281174;278874095702;278874161238;;;
40393;ACETO BALSAMICO DOS ANCLAS 250 CC.;Alimentos;Condimentos;Aceto;278872457302;278874226774;278874259542;;;
41428;ACETO OLIOVITA TRADICIONAL 250 CC.;Alimentos;Condimentos;Aceto;278872457302;278874226774;278874259542;;;
41429;ACETO OLIOVITA REDUCCIÓN 250 CC.;Alimentos;Condimentos;Aceto;278872457302;278874226774;278874259542;;;
140900;BOLSA P/HORNO KNORR LIMON/OREG 21 Grs;Alimentos;Condimentos;Bolsa p/Horno;278872457302;278874226774;278874325078;;;
140901;BOLSA P/HORNO KNORR CEB/AJO 21 Grs;Alimentos;Condimentos;Bolsa p/Horno;278872457302;278874226774;278874325078;;;
140902;BOLSA P/HORNO KNORR CRIOLLO 21 Grs;Alimentos;Condimentos;Bolsa p/Horno;278872457302;278874226774;278874325078;;;
140903;BOLSA P/HORNO KNORR ROMERO/TOM 21 Grs;Alimentos;Condimentos;Bolsa p/Horno;278872457302;278874226774;278874325078;;;
40387;ESENCIA DOS ANCLAS VAINILLA 100 CC.;Alimentos;Condimentos;Esencia Vainilla;278872457302;278874226774;283379466326;;;
41356;ESENCIA TAHITI VAINILLA 100 Grs;Alimentos;Condimentos;Esencia Vainilla;278872457302;278874226774;283379466326;;;
40390;CONDIMENTO DOS ANCLAS PIZZA 25 Grs;Alimentos;Condimentos;Especies;278872457302;278874226774;279076864086;;;
40392;COMINO DOS ANCLAS 25 Grs;Alimentos;Condimentos;Especies;278872457302;278874226774;279076864086;;;
40394;OREGANO DOS ANCLAS 25 Grs;Alimentos;Condimentos;Especies;278872457302;278874226774;279076864086;;;
40399;PROVENZAL DOS ANCLAS 50 Grs;Alimentos;Condimentos;Especies;278872457302;278874226774;279076864086;;;
40858;JUGO LIMON SILVA 500 CC.;Alimentos;Condimentos;Jugo Limon;278872457302;278874226774;278874423382;;;
40859;JUGO LIMON SILVA 960 CC.;Alimentos;Condimentos;Jugo Limon;278872457302;278874226774;278874423382;;;
120085;JUGO LIMON MINERVA 250 CC.;Alimentos;Condimentos;Jugo Limon;278872457302;278874226774;278874423382;;;
120086;JUGO LIMON MINERVA 500 CC.;Alimentos;Condimentos;Jugo Limon;278872457302;278874226774;278874423382;;;
40863;SALSA TAU CEASAR 300 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
40867;SALSA TAU CHIMICHURR 310 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
40868;SALSA TAU CHEDDAR 300 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
40869;SALSA TAU BARBACOA 340 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41075;SALSA TAHITI CARAMELO 350 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41076;SALSA TAHITI CHOC/CAFE 325 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41077;SALSA TAHITI CHOCOLATE 325 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41078;SALSA TAHITI FRUTILLA 325 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41079;SALSA TAHITI DCE.LECHE 325 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41080;SALSA TAHITI CHIMICHURI 270 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41081;SALSA TAHITI CHIM.CASERO 275 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41082;SALSA TAHITI SOJA 265 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41083;SALSA TAHITI PROVENZAL 265 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41084;SALSA TAHITI AJI PICANT 285 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41085;SALSA TAHITI CRIOLLA 275 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41086;SALSA TAHITI BARBACOA 270 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41087;SALSA TAHITI CEASAR 265 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41088;SALSA TAHITI QSO.CHEDAR 265 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41089;SALSA TAHITI AJI SUAVE 285 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41090;SALSA TAHITI SOJA S/SAL 265 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41091;SALSA TAHITI AGRIDULCE 270 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41092;SALSA TAHITI AJI AHUMAD 285 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41095;SALSA TAHITI P/ENSALADA 270 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
41097;SALSA TAHITI KETCHUP 270 Grs;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
140473;SALSA SAKURA SOJA TRADICIONAL 150 ml.;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
140474;SALSA SAKURA SOJA RED SODIO 150 ml.;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
140475;SALSA KENKO PICANTE 150 ml.;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
140476;SALSA KENKO AJO 150 ml.;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
140477;SALSA KENKO INGLESA 150 ml.;Alimentos;Condimentos;Salsas;278872457302;278874226774;278874456150;;;
40370;VINAGRE MAROLIO ALCOHOL 5 Lt.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;279989911638;279990534230;279993712726
40373;VINAGRE DOS ANCLAS ALCOHOL 500 CC.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;;;
40374;VINAGRE DOS ANCLAS ALCOHOL 1 Lt.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;;;
40380;VINAGRE SILVA ALCOHOL 5 Lt.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;279989911638;279990534230;279993712726
40381;VINAGRE FAVINCO ALCOHOL 500 CC.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;;;
40842;VINAGRE MOLTO ALCOHOL 500 CC.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;;;
40843;VINAGRE MOLTO ALCOHOL 1 Lt.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;;;
40856;VINAGRE SILVA ALCOHOL 500 CC.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;;;
40857;VINAGRE SILVA ALCOHOL 960 CC.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;;;
40978;VINAGRE FAVINCO ALCOHOL 1 Lt.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;;;
40981;VINAGRE CASALTA ALCOHOL 1 Lt.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;;;
41029;VINAGRE MAROLIO ALCOHOL 500 CC.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;;;
41032;VINAGRE MAROLIO ALCOHOL 1 Lt.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;;;
41259;VINAGRE CASALTA ALCOHOL 500 CC.;Alimentos;Condimentos;Vinagre Alcohol;278872457302;278874226774;278874488918;;;
40377;VINAGRE DOS ANCLAS MANZANA 500 CC.;Alimentos;Condimentos;Vinagre Manzana;278872457302;278874226774;278874488918;;;
40397;VINAGRE SILVA MANZANA 960 CC.;Alimentos;Condimentos;Vinagre Manzana;278872457302;278874226774;278874488918;;;
40375;VINAGRE DOS ANCLAS VINO 500 CC.;Alimentos;Condimentos;Vinagre Vino;278872457302;278874226774;278874488918;;;
40376;VINAGRE DOS ANCLAS VINO 1 Lt.;Alimentos;Condimentos;Vinagre Vino;278872457302;278874226774;278874488918;;;
40398;VINAGRE SILVA VINO 960 CC.;Alimentos;Condimentos;Vinagre Vino;278872457302;278874226774;278874488918;;;
41138;ACELGA LA BANDA CORTADA 350 Grs;Alimentos;Conservas;Acelga;278872457302;278874521686;278874554454;;;
42000;ACELGA LA BANDA LATA 800 Grs;Alimentos;Conservas;Acelga;278872457302;278874521686;278874554454;279989911638;279990566998;279993745494
41220;ALCAPARRA GENTLEMAN 110 Grs;Alimentos;Conservas;Alcaparra;278872457302;278874521686;278874587222;;;
40165;ANANA GENTLEMAN EN RODAJAS 820 Grs;Alimentos;Conservas;Anana;278872457302;279991582806;283376648278;;;
40230;ARVEJA LA BANDA LATA 350 Grs;Alimentos;Conservas;Arveja;278872457302;278874521686;279078338646;;;
40231;ARVEJA INCA LATA 350 Grs;Alimentos;Conservas;Arveja;278872457302;278874521686;279078338646;;;
40439;ARVEJA MOLTO TETRA 340 Grs;Alimentos;Conservas;Arveja;278872457302;278874521686;279078338646;;;
40989;ARVEJA DOÑA PUPA TETRA 340 Grs;Alimentos;Conservas;Arveja;278872457302;278874521686;279078338646;;;
41000;ARVEJA MAROLIO TETRA 340 Grs;Alimentos;Conservas;Arveja;278872457302;278874521686;279078338646;;;
41150;ARVEJA LA BANDA TETRA 340 Grs;Alimentos;Conservas;Arveja;278872457302;278874521686;279078338646;;;
42001;ARVEJA LA BANDA LATA 800 Grs;Alimentos;Conservas;Arveja;278872457302;278874521686;279078338646;;;
140478;ARVEJA BONDUELLE LATA 300 Grs;Alimentos;Conservas;Arveja;278872457302;278874521686;279078338646;;;
130084;DULCE BATATA NOEL VAIN.LATA 5 Kgs;Alimentos;Conservas;Batata;278872457302;279991582806;278874685526;279989911638;279990566998;279993778262
130085;DULCE BATATA NOEL CHOC.LATA 5 Kgs;Alimentos;Conservas;Batata;278872457302;279991582806;278874685526;279989911638;279990566998;279993778262
130097;DULCE BATATA ESNAOLA 500 Grs;Alimentos;Conservas;Batata;278872457302;279991582806;278874685526;;;
130109;DULCE BATATA ESNAOLA LATA 5 Kgs;Alimentos;Conservas;Batata;278872457302;279991582806;278874685526;279989911638;279990566998;279993778262
40128;CHAMPIGNON CARACAS TROZO 400 Grs;Alimentos;Conservas;Champignon;278872457302;278874521686;278874718294;;;
40129;CHAMPIGNON CARACAS ENTERO 400 Grs;Alimentos;Conservas;Champignon;278872457302;278874521686;278874718294;;;
41142;CHAMPIGNON LA BANDA ENTERO 400 Grs;Alimentos;Conservas;Champignon;278872457302;278874521686;278874718294;;;
41143;CHAMPIGNON LA BANDA TROZO 400 Grs;Alimentos;Conservas;Champignon;278872457302;278874521686;278874718294;;;
41139;CHAUCHA LA BANDA CORTADA 350 Grs;Alimentos;Conservas;Chaucha;278872457302;278874521686;278874751062;;;
40135;CHOCLO GR.AMAR BONDUELLE LATA 225 Grs;Alimentos;Conservas;Choclo;278872457302;278874521686;278874783830;;;
40233;CHOCLO GR.AMAR INCA LATA 350 Grs;Alimentos;Conservas;Choclo;278872457302;278874521686;278874783830;;;
40479;CHOCLO CR.AMAR INCA LATA 350 Grs;Alimentos;Conservas;Choclo;278872457302;278874521686;278874783830;;;
40682;CHOCLO GR.AMAR BAHIA LATA 300 Grs;Alimentos;Conservas;Choclo;278872457302;278874521686;278874783830;;;
40694;CHOCLO GR.AMAR MOLTO LATA 300 Grs;Alimentos;Conservas;Choclo;278872457302;278874521686;278874783830;;;
41009;CHOCLO GR.AMAR MAROLIO LATA 300 Grs;Alimentos;Conservas;Choclo;278872457302;278874521686;278874783830;;;
41070;CHOCLO GR.AMAR LA BANDA LATA 300 Grs;Alimentos;Conservas;Choclo;278872457302;278874521686;278874783830;;;
41186;CHOCLO GR.AMAR LA BANDA TETRA 340 CC.;Alimentos;Conservas;Choclo;278872457302;278874521686;278874783830;;;
42003;CHOCLO GR.AMAR LA BANDA LATA 810 Grs;Alimentos;Conservas;Choclo;278872457302;278874521686;278874783830;279989911638;279990566998;279993745494
41290;COCTEL MOLTO FRUTAS 820 Grs;Alimentos;Conservas;Coctel;278872457302;279991582806;278874849366;;;
41291;COCTEL MAROLIO FRUTAS 820 Grs;Alimentos;Conservas;Coctel;278872457302;279991582806;278874849366;;;
40226;DURAZNO INCA MITADES 820 Grs;Alimentos;Conservas;Durazno;278872457302;279991582806;278874882134;;;
40405;DURAZNO MOLTO MITADES 820 Grs;Alimentos;Conservas;Durazno;278872457302;279991582806;278874882134;;;
41236;DURAZNO MAROLIO MITADES 820 Grs;Alimentos;Conservas;Durazno;278872457302;279991582806;278874882134;;;
41140;ESPINACA LA BANDA CORTADA 350 Grs;Alimentos;Conservas;Espinaca;278872457302;278874521686;278874914902;;;
42002;ESPINACA LA BANDA LATA 800 Grs;Alimentos;Conservas;Espinaca;278872457302;278874521686;278874914902;279989911638;279990566998;279993745494
40171;FRUTILLA BAHIA 850 Grs;Alimentos;Conservas;Frutilla;278872457302;279991582806;278874947670;;;
40234;GARBANZO INCA LATA 350 Grs;Alimentos;Conservas;Garbanzo;278872457302;278874521686;279078371414;;;
40538;GARBANZO LA BANDA LATA 350 Grs;Alimentos;Conservas;Garbanzo;278872457302;278874521686;279078371414;;;
40992;GARBANZO DOÑA PUPA TETRA 340 Grs;Alimentos;Conservas;Garbanzo;278872457302;278874521686;279078371414;;;
41280;GARBANZO LA BANDA TETRA 340 Grs;Alimentos;Conservas;Garbanzo;278872457302;278874521686;279078371414;;;
40235;JARDINERA INCA LATA 350 Grs;Alimentos;Conservas;Jardinera;278872457302;278874521686;278875013206;;;
40348;JARDINERA DOÑA PUPA TETRA 340 Grs;Alimentos;Conservas;Jardinera;278872457302;278874521686;278875013206;;;
40609;JARDINERA LA BANDA LATA 350 Grs;Alimentos;Conservas;Jardinera;278872457302;278874521686;278875013206;;;
40696;JARDINERA MOLTO LATA 300 Grs;Alimentos;Conservas;Jardinera;278872457302;278874521686;278875013206;;;
41377;JARDINERA MAROLIO LATA 300 Grs;Alimentos;Conservas;Jardinera;278872457302;278874521686;278875013206;;;
41380;JARDINERA LA BANDA TETRA 340 Grs;Alimentos;Conservas;Jardinera;278872457302;278874521686;278875013206;;;
40244;LENTEJA INCA LATA 350 Grs;Alimentos;Conservas;Lenteja;278872457302;278874521686;279078404182;;;
40643;LENTEJA LA BANDA LATA 350 Grs;Alimentos;Conservas;Lenteja;278872457302;278874521686;279078404182;;;
40697;LENTEJA MOLTO TETRA 340 Grs;Alimentos;Conservas;Lenteja;278872457302;278874521686;279078404182;;;
40991;LENTEJA DOÑA PUPA TETRA 340 Grs;Alimentos;Conservas;Lenteja;278872457302;278874521686;279078404182;;;
41019;LENTEJA MAROLIO TETRA 340 Grs;Alimentos;Conservas;Lenteja;278872457302;278874521686;279078404182;;;
41378;LENTEJA LA BANDA TETRA 340 Grs;Alimentos;Conservas;Lenteja;278872457302;278874521686;279078404182;;;
130082;DULCE MEMBRILLO ARCOR SACHET 500 Grs;Alimentos;Conservas;Membrillo;278872457302;278874521686;278875078742;;;
130083;DULCE MEMBRILLO NOEL LATA 5 Kgs;Alimentos;Conservas;Membrillo;278872457302;278874521686;278875078742;;;
130099;DULCE MEMBRILLO ESNAOLA 500 Grs;Alimentos;Conservas;Membrillo;278872457302;278874521686;278875078742;;;
130111;DULCE MEMBRILLO ESNAOLA LATA 5 Kgs;Alimentos;Conservas;Membrillo;278872457302;278874521686;278875078742;;;
40122;MORRON CARACAS ENTERO 710 Grs;Alimentos;Conservas;Morrones;278872457302;278874521686;279991353430;279989911638;279990566998;279993745494
40123;MORRON CARACAS PIMIENTO 185 Grs;Alimentos;Conservas;Morrones;278872457302;278874521686;279991353430;;;
40414;MORRON CUMANA PIMIENTO 210 Grs;Alimentos;Conservas;Morrones;278872457302;278874521686;279991353430;;;
40140;PALMITO BAHIA ENTERO 400 Grs;Alimentos;Conservas;Palmito;278872457302;278874521686;278875144278;279989911638;279990566998;279993745494
40141;PALMITOS BAHIA ENTEROS 800 Grs;Alimentos;Conservas;Palmito;278872457302;278874521686;278875144278;;;
40144;PALMITO GENTELMAN ENTERO 400 Grs;Alimentos;Conservas;Palmito;278872457302;278874521686;278875144278;;;
40145;PALMITO GENTELMAN ENTERO 800 Grs;Alimentos;Conservas;Palmito;278872457302;278874521686;278875144278;;;
40147;PALMITO ACAPULCO EN TROZO 396 Grs;Alimentos;Conservas;Palmito;278872457302;278874521686;278875144278;;;
40148;PALMITO ACAPULCO EN TROZO 810 Grs;Alimentos;Conservas;Palmito;278872457302;278874521686;278875144278;;;
40149;PALMITO ACAPULCO ENTERO 400 Grs;Alimentos;Conservas;Palmito;278872457302;278874521686;278875144278;;;
40711;PALMITO BAHIA TROZO 400 Grs;Alimentos;Conservas;Palmito;278872457302;278874521686;278875144278;;;
41209;PALMITO FRUTAS DE ORO RODAJA 400 Grs;Alimentos;Conservas;Palmito;278872457302;278874521686;278875144278;;;
41210;PALMITO FRUTAS DE ORO TROZO 400 Grs;Alimentos;Conservas;Palmito;278872457302;278874521686;278875144278;;;
20012;PATE SWIFT 90 Grs;Alimentos;Conservas;Pate;278872457302;278874521686;278875177046;;;
40109;PATE MOLTO 90 Grs;Alimentos;Conservas;Pate;278872457302;278874521686;278875177046;;;
41022;PATE MAROLIO 90 Grs;Alimentos;Conservas;Pate;278872457302;278874521686;278875177046;;;
20015;PICADILLO SWIFT 90 Grs;Alimentos;Conservas;Picadillo;278872457302;278874521686;278875209814;;;
40113;PICADILLO MOLTO 90 Grs;Alimentos;Conservas;Picadillo;278872457302;278874521686;278875209814;;;
41023;PICADILLO MAROLIO 90 Grs;Alimentos;Conservas;Picadillo;278872457302;278874521686;278875209814;;;
40117;POROTO NEGRO LA BANDA LATA 350 Grs;Alimentos;Conservas;Poroto;278872457302;278874521686;279078469718;;;
40118;POROTO COLORADO LA BANDA LATA 350 Grs;Alimentos;Conservas;Poroto;278872457302;278874521686;279078469718;;;
40239;POROTO INCA LATA 350 Grs;Alimentos;Conservas;Poroto;278872457302;278874521686;279078469718;;;
40240;POROTO INCA NEGRO 350 Grs;Alimentos;Conservas;Poroto;278872457302;278874521686;279078469718;;;
40241;POROTO INCA COLORADO 350 Grs;Alimentos;Conservas;Poroto;278872457302;278874521686;279078469718;;;
40280;POROTO DOÑA PUPA COLORADO 340 Grs;Alimentos;Conservas;Poroto;278872457302;278874521686;279078469718;;;
40281;POROTO DOÑA PUPA NEGRO 340 Grs;Alimentos;Conservas;Poroto;278872457302;278874521686;279078469718;;;
40668;POROTO ALUBIA LA BANDA LATA 350 Grs;Alimentos;Conservas;Poroto;278872457302;278874521686;279078469718;;;
40990;POROTO DOÑA PUPA TETRA 340 Grs;Alimentos;Conservas;Poroto;278872457302;278874521686;279078469718;;;
41151;POROTO COLORADO LA BANDA TETRA 340 Grs;Alimentos;Conservas;Poroto;278872457302;278874521686;279078469718;;;
41152;POROTO ALUBIA LA BANDA TETRA 340 Grs;Alimentos;Conservas;Poroto;278872457302;278874521686;279078469718;;;
41153;POROTO PALLARES LA BANDA TETRA 340 Grs;Alimentos;Conservas;Poroto;278872457302;278874521686;279078469718;;;
41154;POROTO NEGRO LA BANDA TETRA 340 Grs;Alimentos;Conservas;Poroto;278872457302;278874521686;279078469718;;;
40232;PRIMAVERA INCA LATA 350 Grs;Alimentos;Conservas;Primavera;278872457302;278874521686;278875275350;;;
40623;PULPA BAHIA ANANA 900 Grs;Alimentos;Conservas;Pulpas;278872457302;279991582806;278875308118;;;
40624;PULPA BAHIA FRUTILLA 900 Grs;Alimentos;Conservas;Pulpas;278872457302;279991582806;278875308118;;;
40625;PULPA BAHIA DURAZNO 900 Grs;Alimentos;Conservas;Pulpas;278872457302;279991582806;278875308118;;;
40733;FRUTILLA BAHIA 520 Grs;Alimentos;Conservas;Pulpas;278872457302;279991582806;278875308118;;;
41910;ARANDANO BAHIA ENTERO 520 Grs;Alimentos;Conservas;Pulpas;278872457302;279991582806;278875308118;;;
41911;FRUTOS DEL BOSQUE BAHIA 520 Grs;Alimentos;Conservas;Pulpas;278872457302;279991582806;278875308118;;;
41912;MANGO BAHIA REBANADAS 520 Grs;Alimentos;Conservas;Pulpas;278872457302;279991582806;278875308118;;;
41141;REMOLACHA LA BANDA REBANADA 350 Grs;Alimentos;Conservas;Remolacha;278872457302;278874521686;278875340886;;;
41184;REMOLACHA CUBO LA BANDA TETRA 340 Grs;Alimentos;Conservas;Remolacha;278872457302;278874521686;278875340886;;;
41185;REMOLACHA CUBO LA BANDA LATA 350 CC.;Alimentos;Conservas;Remolacha;278872457302;278874521686;278875340886;;;
40133;EDULCORANTE CAÑUELAS Clasico 200 CC.;Alimentos;Edulcorantes;Clasico;280600281174;279076634710;278927802454;;;
40134;EDULCORANTE CAÑUELAS Clasico 500 CC.;Alimentos;Edulcorantes;Clasico;280600281174;279076634710;278927802454;;;
40248;EDULCORANTE HILERET Clasico 50 Un.;Alimentos;Edulcorantes;Clasico;280600281174;279076634710;278927802454;;;
40249;EDULCORANTE HILERET Clasico 100 Un.;Alimentos;Edulcorantes;Clasico;280600281174;279076634710;278927802454;;;
